ORF,Gene,Ch,Mean,sd,Mean,sd,3153A,p.paired,3153A,sd,start,end,strand,
orf19.397,,1,1394.4 ,0.089 ,1352.3 ,0.089 ,1.0 ,0.442327975,1.0 ,0.089 ,1867667,1867224,C,
orf19.398,,1,133.3 ,0.101 ,80.9 ,0.101 ,0.6 ,0.502369138,1.1 ,0.101 ,1867938,1868411,W,
orf19.399,,1,3233.0 ,0.115 ,3120.2 ,0.115 ,1.0 ,0.991352045,1.0 ,0.115 ,1870656,1868518,C,
orf19.400,GCF1,1,3471.5 ,0.040 ,3730.2 ,0.040 ,1.1 ,0.64866954,1.0 ,0.040 ,1872201,1871464,C,
orf19.401,TCP1,1,2677.2 ,0.086 ,2620.2 ,0.086 ,1.0 ,0.895554957,1.0 ,0.086 ,1872960,1874624,W,
orf19.403,PCL2,1,955.4 ,0.068 ,1078.5 ,0.068 ,1.1 ,0.82677443,1.0 ,0.068 ,1875646,1874882,C,
orf19.405,VCX1,1,1152.8 ,0.136 ,1328.6 ,0.136 ,1.2 ,0.126211837,1.1 ,0.136 ,1879275,1878025,C,
orf19.406,ERG1,1,865.2 ,0.100 ,951.6 ,0.100 ,1.1 ,0.418164227,1.0 ,0.100 ,1882136,1880646,C,
orf19.407,GCD6,1,2537.4 ,0.109 ,1979.1 ,0.109 ,0.8 ,0.229892953,1.1 ,0.109 ,1885055,1882857,C,
orf19.409,,1,45295.0 ,0.066 ,32418.8 ,0.066 ,0.7 ,0.1484543,1.1 ,0.066 ,1886244,1885603,C,
orf19.4720,CTR2,1,2834.8 ,0.106 ,1984.4 ,0.106 ,0.7 ,0.196434588,1.0 ,0.106 ,1886980,1887468,W,
orf19.4721,,1,273.8 ,0.039 ,247.5 ,0.039 ,0.9 ,0.467589147,1.0 ,0.039 ,1887838,1889175,W,
orf19.4722,,1,463.5 ,0.089 ,580.9 ,0.089 ,1.3 ,0.338090606,1.1 ,0.089 ,1889579,1890403,W,
orf19.4723,,1,257.8 ,0.118 ,318.2 ,0.118 ,1.2 ,0.447444471,1.0 ,0.118 ,1891525,1890589,C,
orf19.4724,,1,393.7 ,0.085 ,377.3 ,0.085 ,1.0 ,0.624261107,1.0 ,0.085 ,1892559,1891789,C,
orf19.4725,SWI6,1,364.6 ,0.054 ,249.1 ,0.054 ,0.7 ,0.060923632,1.0 ,0.054 ,1893017,1895206,W,
orf19.4726,,1,1587.8 ,0.050 ,1676.0 ,0.050 ,1.1 ,0.842348205,1.0 ,0.050 ,1895937,1895362,C,
orf19.4727,,1,725.8 ,0.084 ,773.1 ,0.084 ,1.1 ,0.735751247,1.0 ,0.084 ,1896273,1896740,W,
orf19.4728,,1,545.5 ,0.047 ,481.1 ,0.047 ,0.9 ,0.351765757,1.0 ,0.047 ,1897223,1901365,W,
orf19.4730,,1,33.9 ,0.042 ,70.0 ,0.042 ,1.0 ,0.29552664,1.0 ,0.042 ,1901579,1902363,W,
orf19.4731,,1,315.9 ,0.045 ,263.2 ,0.045 ,0.8 ,0.53658628,1.0 ,0.045 ,1903070,1904245,W,
orf19.4732,SEC24,1,2563.5 ,0.124 ,2323.2 ,0.124 ,0.9 ,0.638762237,1.0 ,0.124 ,1907202,1904416,C,
orf19.4733,YMC2,1,162.1 ,0.071 ,202.5 ,0.071 ,1.2 ,0.298317924,1.0 ,0.071 ,1907576,1908484,W,
orf19.4734,,1,316.0 ,0.055 ,369.4 ,0.055 ,1.2 ,0.516866153,1.0 ,0.055 ,1908930,1909979,W,
orf19.4735,,1,841.7 ,0.146 ,875.1 ,0.146 ,1.0 ,0.910026598,1.1 ,0.146 ,1910244,1911296,W,
orf19.4736,,1,802.3 ,0.098 ,727.5 ,0.098 ,0.9 ,0.901667774,1.1 ,0.098 ,1912123,1913778,W,
orf19.4737,TPO3,1,3585.6 ,0.070 ,2235.4 ,0.070 ,0.6 ,0.21053294,1.1 ,0.070 ,1914936,1916693,W,
orf19.4738,,1,906.0 ,0.066 ,969.8 ,0.066 ,1.1 ,0.442221102,1.0 ,0.066 ,1917067,1918743,W,
orf19.4739,MSS116,1,1040.6 ,0.048 ,880.9 ,0.048 ,0.8 ,0.267933547,1.0 ,0.048 ,1920976,1918970,C,
orf19.4740,,1,189.2 ,0.125 ,267.2 ,0.125 ,1.4 ,0.252749669,1.1 ,0.125 ,1921826,1921194,C,
orf19.4741,,1,32.2 ,0.157 ,41.1 ,0.157 ,1.0 ,0.863080841,1.0 ,0.157 ,1922673,1922090,C,
orf19.4742,,1,500.9 ,0.058 ,511.0 ,0.058 ,1.0 ,0.409216828,1.0 ,0.058 ,1922856,1923920,W,
orf19.4743,AFG1,1,6139.9 ,0.055 ,10283.0 ,0.055 ,1.7 ,0.123985967,1.0 ,0.055 ,1926159,1924093,C,
orf19.4744,,1,933.5 ,0.056 ,766.8 ,0.056 ,0.8 ,0.099621272,1.0 ,0.056 ,1928615,1926408,C,
orf19.4746,JIP5,1,872.2 ,0.054 ,764.5 ,0.054 ,0.9 ,0.322610747,1.1 ,0.054 ,1930727,1929099,C,
orf19.4747,HEM14,1,263.9 ,0.066 ,282.5 ,0.066 ,1.1 ,0.95665904,1.0 ,0.066 ,1931411,1933006,W,
orf19.4748,,1,85.1 ,0.091 ,97.8 ,0.091 ,1.0 ,0.426995104,1.0 ,0.091 ,1933452,1933057,C,
orf19.4749,,1,854.7 ,0.069 ,490.9 ,0.069 ,0.6 ,0.142928264,1.0 ,0.069 ,1933898,1935574,W,
orf19.4750,,1,60.5 ,0.081 ,75.3 ,0.081 ,1.0 ,0.360218597,1.0 ,0.081 ,1938354,1936252,C,
orf19.4751,,1,34.0 ,0.066 ,29.6 ,0.066 ,1.0 ,0.72208329,1.0 ,0.066 ,1938588,1939475,W,
orf19.4752,MSN4,1,672.0 ,0.041 ,601.6 ,0.041 ,0.9 ,0.198645086,1.1 ,0.041 ,1942792,1940516,C,
orf19.4753,PFK26,1,940.5 ,0.084 ,1055.9 ,0.084 ,1.1 ,0.85527518,1.0 ,0.084 ,1948259,1951699,W,
orf19.4754,ZWF1,1,5145.7 ,0.059 ,6543.8 ,0.059 ,1.3 ,0.045080835,1.0 ,0.059 ,1954892,1953369,C,
orf19.4755,KEX2,1,615.0 ,0.098 ,630.1 ,0.098 ,1.0 ,0.490888416,1.1 ,0.098 ,1959364,1956554,C,
orf19.4756,,1,256.8 ,0.029 ,234.4 ,0.029 ,0.9 ,0.462717806,1.0 ,0.029 ,1960409,1962061,W,
orf19.4757,NAR1,1,1303.6 ,0.037 ,1135.6 ,0.037 ,0.9 ,0.357269509,1.0 ,0.037 ,1962576,1964405,W,
orf19.4758,,1,2893.5 ,0.070 ,3727.2 ,0.070 ,1.3 ,0.046364203,1.0 ,0.070 ,1965098,1965838,W,
orf19.4759,COX5,1,5878.3 ,0.066 ,8863.6 ,0.066 ,1.5 ,0.011719094,1.0 ,0.066 ,1966889,1966392,C,
orf19.4760,,1,1450.5 ,0.026 ,1481.8 ,0.026 ,1.0 ,0.92953584,1.0 ,0.026 ,1969056,1967593,C,
orf19.4761,HST1,1,352.5 ,0.075 ,344.5 ,0.075 ,1.0 ,0.826439159,1.0 ,0.075 ,1969837,1971810,W,
orf19.4763,,1,440.2 ,0.076 ,573.0 ,0.076 ,1.3 ,0.365427488,1.0 ,0.076 ,1972938,1972258,C,
orf19.4764,,1,714.5 ,0.055 ,792.4 ,0.055 ,1.1 ,0.652511992,1.0 ,0.055 ,1973795,1977367,W,
orf19.4765,PGA6,1,11642.0 ,0.029 ,10819.5 ,0.029 ,0.9 ,0.187431746,1.0 ,0.029 ,1978893,1978234,C,
orf19.4766,ARG81,1,403.4 ,0.054 ,420.9 ,0.054 ,1.0 ,0.274029135,1.0 ,0.054 ,1984359,1981057,C,
orf19.4767,ZCF28,1,99.4 ,0.071 ,121.3 ,0.071 ,1.2 ,0.386574598,1.0 ,0.071 ,1985765,1986505,W,
orf19.4768,,1,220.0 ,0.037 ,186.4 ,0.037 ,0.8 ,0.329923933,1.0 ,0.037 ,1986872,1988467,W,
orf19.4769,IPT1,1,382.1 ,0.068 ,348.6 ,0.068 ,0.9 ,0.691790139,1.1 ,0.068 ,1991586,1993130,W,
orf19.4771,,1,423.3 ,0.046 ,419.1 ,0.046 ,1.0 ,0.318703414,1.0 ,0.046 ,1996738,1998858,W,
orf19.4772,SSU81,1,1146.0 ,0.054 ,1164.5 ,0.054 ,1.0 ,0.834326538,1.0 ,0.054 ,2000741,1999578,C,
orf19.4773,AOX2,1,2362.2 ,0.045 ,3551.2 ,0.045 ,1.5 ,0.009700008,1.0 ,0.045 ,2004893,2005990,W,
orf19.4774,AOX1,1,433.4 ,0.171 ,495.9 ,0.171 ,1.1 ,0.586280268,1.1 ,0.171 ,2007337,2008476,W,
orf19.4775,CTA8,1,1930.0 ,0.103 ,1121.7 ,0.103 ,0.6 ,0.00810373,1.1 ,0.103 ,2010391,2012676,W,
orf19.4776,LYS143,1,100.1 ,0.114 ,146.1 ,0.114 ,1.5 ,0.019565767,1.1 ,0.114 ,2014937,2017567,W,
orf19.4777,DAK2,1,3758.7 ,0.078 ,5921.9 ,0.078 ,1.6 ,0.018049523,1.0 ,0.078 ,2019470,2017683,C,
orf19.4778,LYS142,1,412.9 ,0.148 ,394.0 ,0.148 ,1.0 ,0.973530319,1.1 ,0.148 ,2020314,2022383,W,
orf19.4779,,1,3223.9 ,0.116 ,3877.9 ,0.116 ,1.2 ,0.102675507,1.1 ,0.116 ,2024443,2022581,C,
orf19.4780,,1,1032.4 ,0.070 ,1164.9 ,0.070 ,1.1 ,0.367650003,1.1 ,0.070 ,2025952,2027325,W,
orf19.4781,GRP1,1,593.5 ,0.053 ,579.0 ,0.053 ,1.0 ,0.941216546,1.0 ,0.053 ,2028376,2027363,C,
orf19.4783,,1,157.2 ,0.070 ,141.1 ,0.070 ,0.9 ,0.207340758,1.0 ,0.070 ,2030077,2028653,C,
orf19.4784,CRP1,1,861.6 ,0.113 ,1212.7 ,0.113 ,1.4 ,0.083959072,1.1 ,0.113 ,2031132,2034725,W,
orf19.4785,PTC1,1,1088.1 ,0.186 ,1404.5 ,0.186 ,1.3 ,0.056855353,1.1 ,0.186 ,2035953,2034826,C,
orf19.4786,FGR43,1,54.5 ,0.050 ,61.8 ,0.050 ,1.0 ,0.701817011,1.0 ,0.050 ,2036879,2038543,W,
orf19.4787,,1,142.8 ,0.100 ,96.4 ,0.100 ,0.7 ,0.492271099,1.1 ,0.100 ,2038995,2041187,W,
orf19.4788,"ARG5,6",1,1433.0 ,0.044 ,1534.9 ,0.044 ,1.1 ,0.863727958,1.0 ,0.044 ,2043918,2041345,C,
orf19.4789,,1,29.9 ,0.080 ,82.0 ,0.080 ,1.0 ,0.131447726,1.0 ,0.080 ,2045612,2044719,C,
orf19.4791,,1,552.1 ,0.066 ,429.5 ,0.066 ,0.8 ,0.486384811,1.0 ,0.066 ,2048958,2046028,C,
orf19.4792,,1,433.2 ,0.081 ,499.1 ,0.081 ,1.2 ,0.950166356,1.1 ,0.081 ,2051811,2050138,C,
orf19.4793,,1,545.7 ,0.064 ,580.6 ,0.064 ,1.1 ,0.712081057,1.0 ,0.064 ,2055044,2055643,W,
orf19.4795,,1,152.8 ,0.059 ,202.3 ,0.059 ,1.3 ,0.098967916,1.0 ,0.059 ,2059614,2056114,C,
orf19.4796,,1,893.9 ,0.074 ,1010.2 ,0.074 ,1.1 ,0.756998408,1.1 ,0.074 ,2060917,2061447,W,
orf19.4798,,1,8515.2 ,0.060 ,7461.4 ,0.060 ,0.9 ,0.355806391,1.0 ,0.060 ,2064662,2061786,C,
orf19.4799,,1,307.4 ,0.051 ,316.4 ,0.051 ,1.0 ,0.893648079,1.1 ,0.051 ,2065935,2067767,W,
orf19.4800,RIM20,1,150.3 ,0.039 ,133.0 ,0.039 ,0.9 ,0.6075474,1.0 ,0.039 ,2067976,2070333,W,
orf19.4801,,1,220.2 ,0.070 ,184.1 ,0.070 ,0.8 ,0.12932741,1.0 ,0.070 ,2070537,2071934,W,
orf19.4802,FTH1,1,93.1 ,0.049 ,119.1 ,0.049 ,1.3 ,0.306904106,1.0 ,0.049 ,2073469,2072195,C,
orf19.4803,,1,0.5 ,0.095 ,9.4 ,0.095 ,1.0 ,0.455911757,1.0 ,0.095 ,2074984,2075361,W,
orf19.4804,LIP2,1,2.9 ,0.097 ,5.2 ,0.097 ,1.0 ,0.339771478,1.0 ,0.097 ,2075465,2076865,W,
orf19.4805,,1,143.9 ,0.069 ,143.8 ,0.069 ,1.0 ,0.558124711,1.0 ,0.069 ,2077715,2080315,W,
orf19.4807,,1,1016.8 ,0.065 ,1024.6 ,0.065 ,1.0 ,0.939547476,1.0 ,0.065 ,2080938,2081912,W,
orf19.4808,NUP188,1,367.5 ,0.047 ,313.3 ,0.047 ,0.9 ,0.993182914,1.0 ,0.047 ,2087100,2082172,C,
orf19.4809,ERG12,1,1145.0 ,0.067 ,1708.7 ,0.067 ,1.5 ,0.064582302,1.0 ,0.067 ,2087469,2088764,W,
orf19.4811,,1,496.7 ,0.144 ,701.6 ,0.144 ,1.4 ,0.009277278,1.1 ,0.144 ,2089856,2088870,C,
orf19.4812,,1,472.1 ,0.060 ,614.1 ,0.060 ,1.3 ,0.535156436,1.0 ,0.060 ,2090037,2090444,W,
orf19.4813,GUA1,1,8837.4 ,0.054 ,7566.7 ,0.054 ,0.9 ,0.38605252,1.0 ,0.054 ,2092089,2090497,C,
orf19.4814,,1,167.6 ,0.039 ,114.4 ,0.039 ,0.7 ,0.278372038,1.0 ,0.039 ,2092733,2093068,W,
orf19.4815,YTM1,1,1017.7 ,0.153 ,1109.8 ,0.153 ,1.1 ,0.292614787,1.1 ,0.153 ,2093301,2094701,W,
orf19.4816,,1,1277.7 ,0.093 ,1152.7 ,0.093 ,0.9 ,0.541792615,1.0 ,0.093 ,2096110,2094761,C,
orf19.4817,RAM2,1,288.6 ,0.047 ,317.0 ,0.047 ,1.1 ,0.326064321,1.0 ,0.047 ,2096717,2097637,W,
orf19.4818,,1,502.1 ,0.056 ,413.2 ,0.056 ,0.8 ,0.084811428,1.0 ,0.056 ,2102705,2104288,W,
orf19.4819,,1,535.7 ,0.158 ,555.6 ,0.158 ,1.0 ,0.802248256,1.0 ,0.158 ,2104356,2104712,W,
orf19.4820,,1,362.5 ,0.052 ,362.3 ,0.052 ,1.0 ,0.889015181,1.0 ,0.052 ,2107090,2108712,W,
orf19.4821,LIP1,1,369.0 ,0.153 ,351.7 ,0.153 ,1.0 ,0.577611294,1.1 ,0.153 ,2110276,2108870,C,
orf19.4822,LIP10,1,278.0 ,0.138 ,240.0 ,0.138 ,0.9 ,0.234770642,1.1 ,0.138 ,2113178,2111781,C,
orf19.4823,LIP6,1,347.8 ,0.140 ,235.5 ,0.140 ,0.7 ,0.183639105,1.1 ,0.140 ,2115617,2114226,C,
orf19.4824,,1,748.7 ,0.093 ,976.1 ,0.093 ,1.3 ,0.125836484,1.1 ,0.093 ,2117999,2118817,W,
orf19.4825,,1,510.3 ,0.059 ,598.4 ,0.059 ,1.2 ,0.163456405,1.0 ,0.059 ,2119345,2118881,C,
orf19.4826,IDH1,1,9508.2 ,0.097 ,12977.1 ,0.097 ,1.4 ,0.287377451,1.0 ,0.097 ,2120442,2121755,W,
orf19.4827,ADE12,1,6685.7 ,0.080 ,4506.5 ,0.080 ,0.7 ,0.30686583,1.1 ,0.080 ,2122303,2123589,W,
orf19.4828,,1,1539.4 ,0.073 ,1677.2 ,0.073 ,1.1 ,0.208566543,1.0 ,0.073 ,2124372,2125967,W,
orf19.4829,DOA1,1,1136.7 ,0.083 ,1117.0 ,0.083 ,1.0 ,0.488521651,1.0 ,0.083 ,2126419,2128704,W,
orf19.4830,,1,1595.5 ,0.070 ,1745.5 ,0.070 ,1.1 ,0.858386572,1.0 ,0.070 ,2129071,2128739,C,
orf19.4831,MTS1,1,3366.2 ,0.143 ,4461.1 ,0.143 ,1.3 ,0.496575773,1.1 ,0.143 ,2129818,2131359,W,
orf19.4833,MLS1,1,16165.3 ,0.126 ,7144.7 ,0.126 ,0.4 ,0.070548458,1.0 ,0.126 ,2132388,2134043,W,
orf19.4834,,1,0.0 ,0.060 ,0.0 ,0.060 ,1.0 ,NA,1.0 ,0.060 ,2134295,2134999,W,
orf19.4835,,1,1284.6 ,0.113 ,1176.9 ,0.113 ,0.9 ,0.915039969,1.1 ,0.113 ,2136601,2135018,C,
orf19.4836,URA1,1,1882.6 ,0.135 ,1869.0 ,0.135 ,1.0 ,0.650049957,1.0 ,0.135 ,2137047,2138381,W,
orf19.4837,,1,360.0 ,0.043 ,222.5 ,0.043 ,0.6 ,0.017359134,1.0 ,0.043 ,2138563,2139396,W,
orf19.4839,,1,2189.7 ,0.049 ,2673.6 ,0.049 ,1.2 ,0.062187678,1.0 ,0.049 ,2139855,2140751,W,
orf19.4841,SHY1,1,305.0 ,0.088 ,380.1 ,0.088 ,1.2 ,0.295441444,1.1 ,0.088 ,2141907,2140828,C,
orf19.4842,,1,245.8 ,0.053 ,320.5 ,0.053 ,1.3 ,0.499440611,1.0 ,0.053 ,2142338,2142679,W,
orf19.4843,,1,763.6 ,0.059 ,496.5 ,0.059 ,0.7 ,0.148166636,1.0 ,0.059 ,2144968,2142773,C,
orf19.4844,,1,572.9 ,0.092 ,609.8 ,0.092 ,1.1 ,0.808260498,1.1 ,0.092 ,2146676,2145531,C,
orf19.4845,,1,1661.7 ,0.071 ,2028.7 ,0.071 ,1.2 ,0.211526382,1.1 ,0.071 ,2147583,2147062,C,
orf19.4846,,1,155.1 ,0.102 ,157.2 ,0.102 ,1.0 ,0.948093939,1.0 ,0.102 ,2148256,2149497,W,
orf19.4847,,1,333.2 ,0.100 ,203.6 ,0.100 ,0.6 ,0.558613514,1.0 ,0.100 ,2148905,2148453,C,
orf19.4848,SKI3,1,1120.7 ,0.071 ,790.0 ,0.071 ,0.7 ,0.143641514,1.0 ,0.071 ,2149827,2154029,W,
orf19.4849,,1,1327.1 ,0.057 ,1355.1 ,0.057 ,1.0 ,0.941566279,1.0 ,0.057 ,2155073,2154090,C,
orf19.4850,,1,626.9 ,0.047 ,847.2 ,0.047 ,1.4 ,0.128205659,1.0 ,0.047 ,2157940,2156090,C,
orf19.4851,TFA1,1,616.7 ,0.083 ,774.1 ,0.083 ,1.3 ,0.030767027,1.0 ,0.083 ,2159971,2158787,C,
orf19.4853,HCM1,1,340.6 ,0.055 ,271.5 ,0.055 ,0.8 ,0.197117469,1.0 ,0.055 ,2161492,2163231,W,
orf19.4855,BUD31,1,818.1 ,0.115 ,858.3 ,0.115 ,1.0 ,0.303753182,1.0 ,0.115 ,2164013,2163561,C,
orf19.4856,LIP3,1,26.9 ,0.092 ,48.2 ,0.092 ,1.0 ,0.947169828,1.1 ,0.092 ,2166143,2167558,W,
orf19.4857,,1,1669.9 ,0.094 ,1197.1 ,0.094 ,0.7 ,0.015830936,1.0 ,0.094 ,2168519,2167701,C,
orf19.4858,VPS41,1,341.2 ,0.113 ,305.7 ,0.113 ,0.9 ,0.317655553,1.1 ,0.113 ,2169829,2172714,W,
orf19.4861,,1,30.2 ,0.062 ,27.9 ,0.062 ,1.0 ,0.78076874,1.0 ,0.062 ,2173072,2173884,W,
orf19.4861.1,,1,0.0 ,0.131 ,46.3 ,0.131 ,1.0 ,0.032509465,1.1 ,0.131 ,2173946,2174230,W,
orf19.4862,,1,984.1 ,0.073 ,1205.2 ,0.073 ,1.2 ,0.147582173,1.1 ,0.073 ,2174808,2174212,C,
orf19.4862.2,,1,578.0 ,0.062 ,763.3 ,0.062 ,1.3 ,0.130270633,1.0 ,0.062 ,2175074,2175498,W,
orf19.4863,PDC2,1,1712.2 ,0.060 ,1862.9 ,0.060 ,1.1 ,0.25830349,1.0 ,0.060 ,2178173,2175663,C,
orf19.4864,,1,844.4 ,0.067 ,1243.3 ,0.067 ,1.5 ,0.047659098,1.0 ,0.067 ,2179911,2178997,C,
orf19.4865,,1,2827.2 ,0.057 ,2375.0 ,0.057 ,0.8 ,0.117754345,1.0 ,0.057 ,2181078,2182934,W,
orf19.4866,CPP1,1,600.6 ,0.047 ,632.7 ,0.047 ,1.1 ,0.546137118,1.0 ,0.047 ,2185137,2183344,C,
orf19.4867,SWE1,1,1166.2 ,0.099 ,853.2 ,0.099 ,0.7 ,0.019060638,1.1 ,0.099 ,2192696,2189160,C,
orf19.4869,SFU1,1,292.8 ,0.119 ,289.6 ,0.119 ,1.0 ,0.360560517,1.1 ,0.119 ,2195405,2196958,W,
orf19.4870,DBP3,1,2416.8 ,0.077 ,2163.2 ,0.077 ,0.9 ,0.611433701,1.1 ,0.077 ,2197121,2198815,W,
orf19.4871,ERO1,1,6336.0 ,0.052 ,5953.5 ,0.052 ,0.9 ,0.863133487,1.0 ,0.052 ,2199912,2201654,W,
orf19.4872,,1,6.6 ,0.069 ,7.7 ,0.069 ,1.0 ,0.985264006,1.0 ,0.069 ,2202256,2203107,W,
orf19.4873,,1,878.1 ,0.087 ,1337.4 ,0.087 ,1.5 ,0.081669836,1.0 ,0.087 ,2204101,2203589,C,
orf19.4874,MNN3,1,177.9 ,0.068 ,163.9 ,0.068 ,0.9 ,0.717019623,1.0 ,0.068 ,2207407,2205587,C,
orf19.4875,,1,204.8 ,0.069 ,216.1 ,0.069 ,1.1 ,0.258588092,1.1 ,0.069 ,2208671,2209159,W,
orf19.4878,,1,1062.4 ,0.144 ,851.7 ,0.144 ,0.8 ,0.264954459,1.1 ,0.144 ,2212048,2209502,C,
orf19.4879.2,NTF2,1,2374.6 ,0.044 ,3968.2 ,0.044 ,1.7 ,0.003897173,1.0 ,0.044 ,2212873,2212390,C,
orf19.4880,,1,0.0 ,0.076 ,0.0 ,0.076 ,1.0 ,NA,1.0 ,0.076 ,2214100,2216268,W,
orf19.4882,,1,752.4 ,0.059 ,930.8 ,0.059 ,1.2 ,0.033417761,1.1 ,0.059 ,2217342,2216488,C,
orf19.4883,,1,800.2 ,0.086 ,703.9 ,0.086 ,0.9 ,0.463744207,1.0 ,0.086 ,2220202,2217971,C,
orf19.4884,WOR1,1,5.4 ,0.151 ,12.4 ,0.151 ,1.0 ,0.718628157,1.1 ,0.151 ,2230537,2232894,W,
orf19.4885,MIR1,1,12674.7 ,0.059 ,15415.2 ,0.059 ,1.2 ,0.308416959,1.0 ,0.059 ,2236380,2237303,W,
orf19.4886,,1,209.0 ,0.046 ,237.7 ,0.046 ,1.1 ,0.952441731,1.0 ,0.046 ,2239176,2239892,W,
orf19.4887,ECM21,1,595.7 ,0.077 ,571.1 ,0.077 ,1.0 ,0.43415899,1.1 ,0.077 ,2242403,2240214,C,
orf19.4888,,1,1047.5 ,0.041 ,1455.0 ,0.041 ,1.4 ,0.109892929,1.0 ,0.041 ,2245436,2246269,W,
orf19.4889,,1,73.7 ,0.055 ,23.9 ,0.055 ,1.0 ,0.124845403,1.0 ,0.055 ,2248267,2246513,C,
orf19.4890,CLA4,1,517.7 ,0.072 ,443.0 ,0.072 ,0.9 ,0.166253289,1.0 ,0.072 ,2252473,2249543,C,
orf19.4892,TPK1,1,2514.7 ,0.068 ,2319.3 ,0.068 ,0.9 ,0.178654617,1.0 ,0.068 ,2256855,2255638,C,
orf19.4893,,1,428.6 ,0.044 ,414.3 ,0.044 ,1.0 ,0.600916818,1.0 ,0.044 ,2263716,2259391,C,
orf19.4894,,1,489.9 ,0.059 ,495.6 ,0.059 ,1.0 ,0.532409153,1.1 ,0.059 ,2264847,2264113,C,
orf19.4895,,1,378.7 ,0.061 ,448.0 ,0.061 ,1.2 ,0.127752219,1.0 ,0.061 ,2265944,2265123,C,
orf19.4896,,1,361.0 ,0.039 ,495.4 ,0.039 ,1.4 ,0.010113509,1.0 ,0.039 ,2267063,2266341,C,
orf19.4897,,1,872.5 ,0.031 ,1117.6 ,0.031 ,1.3 ,0.78898958,1.0 ,0.031 ,2268407,2267445,C,
orf19.4898,,1,5185.4 ,0.081 ,6976.1 ,0.081 ,1.3 ,0.135851549,1.1 ,0.081 ,2269357,2268668,C,
orf19.4899,GCA1,1,607.3 ,0.101 ,625.6 ,0.101 ,1.0 ,0.614953122,1.1 ,0.101 ,2271539,2274379,W,
orf19.4900,,1,116.8 ,0.058 ,189.4 ,0.058 ,1.6 ,0.062616842,1.0 ,0.058 ,2276399,2278885,W,
orf19.4901,,1,1789.5 ,0.049 ,1684.9 ,0.049 ,0.9 ,0.400533964,1.0 ,0.049 ,2280112,2281146,W,
orf19.4903,,1,255.7 ,0.042 ,249.9 ,0.042 ,1.0 ,0.797725443,1.0 ,0.042 ,2282361,2283422,W,
orf19.4904,,1,552.4 ,0.044 ,830.8 ,0.044 ,1.5 ,0.028624947,1.0 ,0.044 ,2284784,2283444,C,
orf19.4905,,1,637.2 ,0.080 ,672.0 ,0.080 ,1.1 ,0.298644405,1.0 ,0.080 ,2285620,2287173,W,
orf19.4906,,1,403.0 ,0.123 ,322.7 ,0.123 ,0.8 ,0.199694025,1.1 ,0.123 ,2289577,2287271,C,
orf19.4907,,1,460.5 ,0.084 ,402.4 ,0.084 ,0.9 ,0.669865718,1.1 ,0.084 ,2294809,2292992,C,
orf19.4908,,1,60.1 ,0.130 ,111.0 ,0.130 ,1.8 ,0.202690571,1.1 ,0.130 ,2295578,2295913,W,
orf19.4909,CBK1,1,12249.1 ,0.089 ,14525.3 ,0.089 ,1.2 ,0.592370392,1.1 ,0.089 ,2299136,2296938,C,
orf19.4909.1,RPL42,1,1762.9 ,0.063 ,1271.0 ,0.063 ,0.7 ,0.02218538,1.0 ,0.063 ,2300710,2300032,C,
orf19.4910,FGR41,1,2460.0 ,0.169 ,2712.2 ,0.169 ,1.1 ,0.463341462,1.1 ,0.169 ,2302038,2301286,C,
orf19.4911,,1,114.2 ,0.061 ,62.1 ,0.061 ,0.5 ,0.006814863,1.0 ,0.061 ,2304212,2305174,W,
orf19.984,PHO8,1,62.8 ,0.045 ,54.6 ,0.045 ,1.0 ,0.43115191,1.0 ,0.045 ,2309139,2310647,W,
orf19.985,,1,345.3 ,0.073 ,173.8 ,0.073 ,0.5 ,0.049032156,1.0 ,0.073 ,2311282,2313795,W,
orf19.986,GLY1,1,8090.8 ,0.049 ,7979.6 ,0.049 ,1.0 ,0.889736725,1.0 ,0.049 ,2315247,2316368,W,
orf19.988,,1,1036.8 ,0.047 ,1163.7 ,0.047 ,1.1 ,0.906819347,1.0 ,0.047 ,2316720,2317952,W,
orf19.989,,1,1129.1 ,0.157 ,1010.5 ,0.157 ,0.9 ,0.832026791,1.1 ,0.157 ,2318337,2319347,W,
orf19.991,DJP1,1,2133.2 ,0.063 ,2283.3 ,0.063 ,1.1 ,0.667356413,1.0 ,0.063 ,2319827,2321353,W,
orf19.992,LKH1,1,3680.2 ,0.083 ,3714.7 ,0.083 ,1.0 ,0.743519465,1.0 ,0.083 ,2321637,2323508,W,
orf19.993,,1,27.2 ,0.179 ,95.9 ,0.179 ,1.0 ,0.005874458,1.1 ,0.179 ,2324072,2324596,W,
orf19.994,,1,40.6 ,0.046 ,33.1 ,0.046 ,1.0 ,0.962862929,1.0 ,0.046 ,2325641,2326189,W,
orf19.996,,1,207.4 ,0.069 ,204.1 ,0.069 ,1.0 ,0.986326919,1.1 ,0.069 ,2327422,2329275,W,
orf19.997,,1,941.6 ,0.042 ,1152.2 ,0.042 ,1.2 ,0.37045234,1.0 ,0.042 ,2330255,2330854,W,
orf19.998,,1,241.5 ,0.058 ,175.4 ,0.058 ,0.7 ,0.053613697,1.0 ,0.058 ,2332552,2330990,C,
orf19.999,GCA2,1,1417.0 ,0.106 ,1202.7 ,0.106 ,0.8 ,0.368837546,1.1 ,0.106 ,2335782,2332942,C,
