"","ORF","Gene","Ch","Mean","sd","Mean.1","sd.1","X3153A","p.paired","X3153A.1","sd.2","start","end","strand","X"
"3338","orf19.7250","","1",2827.5,1905.94044830215,3025.3,2677.63127625824,1.1,0.845511007,1.1,0.01,3162285,3162728,"W",NA
"3339","orf19.7251","WSC4","1",172.4,96.4148720501704,178.9,37.5866995992534,1,0.532148277,1.1,0.19,3164394,3162919,"C",NA
"3340","orf19.7252","","1",165,172.290469798132,196.6,90.2261406954166,1.2,0.459249965,1.1,0.202,3164929,3165252,"W",NA
"3341","orf19.7254","","1",828.2,252.269220959804,848.7,309.237740409234,1,0.978434411,1.1,0.122,3167470,3165671,"C",NA
"3342","orf19.7255","RPC10","1",2007,862.48980922166,2468.9,1027.35660189553,1.2,0.285346041,1,0.081,3167578,3167799,"W",NA
"3343","orf19.7257","","1",318.6,109.939460985490,308.2,66.0920286574054,1,0.996526991,1.1,0.129,3169721,3167811,"C",NA
"3344","orf19.7258","DDI1","1",3583.1,1688.87953829854,4772,1912.31674359383,1.3,0.020363151,1.1,0.194,3170037,3171008,"W",NA
"3345","orf19.7260","","1",637.4,124.009917667530,899.9,177.580032928279,1.4,0.019582596,1.2,0.248,3171784,3171005,"C",NA
"3346","orf19.7261","","1",7445.2,1132.89390559548,7266.2,1599.34773112437,1,0.790677017,1.1,0.186,3173195,3171846,"C",NA
"3347","orf19.7263","","1",1642.9,721.73194974406,2131.1,890.22728717599,1.3,0.021377269,1.1,0.175,3174603,3173251,"C",NA
"3348","orf19.7264","","1",4107.2,2771.96381706663,4395.5,3043.42360210358,1.1,0.89848054,1.1,0.152,3174695,3175633,"W",NA
"3349","orf19.7265","","1",1434.8,256.326488608954,1457.2,406.597205059292,1,0.984242251,1.2,0.281,3175688,3176416,"W",NA
"3350","orf19.7266","","1",817.2,493.148113455477,522,372.518519050674,0.6,0.088661456,1.2,0.396,3176504,3176818,"W",NA
"3351","orf19.7267","","1",543.9,725.816071804153,786.6,885.212254031838,1.4,0.103882306,1.2,0.322,3177540,3176785,"C",NA
"3352","orf19.7269","","1",3245.7,1305.69442037475,3889.4,592.396103066251,1.2,0.139576424,1.1,0.176,3178260,3177598,"C",NA
"3353","orf19.7270","","1",1702.7,1042.98845379544,2047.9,1567.24047664823,1.2,0.576879141,1.4,0.226,3179728,3180789,"W",NA
"3354","orf19.7271","","1",1219.5,856.225914319874,1708.1,1487.80782093634,1.4,0.200591947,1.2,0.03,3181309,3181629,"W",NA
"3355","orf19.7272","","1",145,47.7983278505399,121.3,33.2091311146861,0.8,0.161070372,1.2,0.032,3183124,3182792,"C",NA
"3356","orf19.7274","","1",56.6,52.4726355181716,41.9,49.4627940580359,NA,0.202414428,1.3,0.047,3184316,3183339,"C",NA
"3357","orf19.7275","FGR24","1",80.8,57.0662794267136,85.5,88.8972278603292,NA,0.665603636,1.2,0.065,3185304,3184588,"C",NA
"3358","orf19.1923","RRN3","2",1099.8,567.631494281313,964.9,312.356298491955,0.9,0.663803385,1.2,0.337,5665,7335,"W",NA
"3359","orf19.1920","","2",585.1,665.841842117911,426.4,458.383224934701,0.7,0.22570922,1.1,0.165,8043,7510,"C",NA
"3360","orf19.1917","","2",3420.3,718.441914283601,3170.1,1253.62480421226,0.9,0.303277491,1.1,0.143,9289,8144,"C",NA
"3361","orf19.1915","MPP10","2",1288.5,745.005989140139,1146.1,525.836938416061,0.9,0.877445229,1.1,0.094,11063,9360,"C",NA
"3362","orf19.1914","FAV3","2",485.8,225.628260827073,504.5,284.502577457080,1,0.955917383,1.1,0.176,12443,11100,"C",NA
"3363","orf19.1913","","2",335.7,78.6063412781823,262.8,31.3104288427019,0.8,0.12140235,1.1,0.16,12627,13253,"W",NA
"3364","orf19.1911","PGA52","2",5185.2,1666.76629941408,9409.9,2606.9613943023,1.8,0.023172322,1.1,0.25,14415,13261,"C",NA
"3365","orf19.1910","","2",802.4,198.613626908337,987.9,309.947651453648,1.2,0.172902767,1.1,0.226,14823,15446,"W",NA
"3366","orf19.1907","EMC9","2",1776.4,1655.74486098845,2019,1778.42089660398,1.1,0.101792462,1.1,0.202,17610,15457,"C",NA
"3367","orf19.1906","","2",48.3,39.1513403034865,74.8,27.6247628155355,NA,0.220405851,1,0.012,18818,19147,"W",NA
"3368","orf19.2119","NDT80","2",3011.4,1071.39570347348,2038.7,587.41902960673,0.7,0.117644529,1.1,0.225,19691,21205,"W",NA
"3369","orf19.2117","LEU5","2",355.1,366.400518997319,344,377.402993893877,1,0.766488583,1.1,0.189,21541,22767,"W",NA
"3370","orf19.2116","NAT2","2",1423.2,613.226792425762,1821.9,666.17096204634,1.3,0.038919355,1.2,0.297,23431,22793,"C",NA
"3371","orf19.2115","","2",643.6,380.239565641584,1089.7,652.793257262989,1.7,0.001661853,1.1,0.186,24816,23512,"C",NA
"3372","orf19.2114","","2",404.3,256.44861308689,633.1,361.738517714533,1.6,0.047985722,1,0.075,25825,24914,"C",NA
"3373","orf19.2113","","2",1722.2,691.924991894521,1965.3,589.593286403646,1.1,0.121927788,1.1,0.111,27426,26038,"C",NA
"3374","orf19.2112","","2",733.4,639.753884581701,1134.1,897.301454315813,1.5,0.010699072,1.1,0.104,27586,28398,"W",NA
"3375","orf19.2111.2","RPL38","2",778.9,324.738059856311,972.3,400.936394976843,1.2,0.249074001,1.1,0.141,28566,28802,"W",NA
"3376","orf19.2111","","2",11324.2,4749.52093241273,12816.5,9079.51823826727,1.1,0.806054507,1.1,0.127,30051,28906,"C",NA
"3377","orf19.2110","","2",347.3,243.950350898153,373.3,235.884811598326,1.1,0.459667605,1,0.125,30175,31563,"W",NA
"3378","orf19.2108","SOD6","2",2512.4,2525.71539865461,2598.9,2720.27612339060,1,0.441620781,1,0.066,32587,31637,"C",NA
"3379","orf19.2107.1","STF2","2",1103.8,179.342737492716,1552.8,437.978078132889,1.4,0.015602666,1.1,0.091,33351,33620,"W",NA
"3380","orf19.2107","MUQ1","2",30564.5,29154.9073174158,27708.6,20757.8918092746,0.9,0.798466481,1.1,0.121,34856,33682,"C",NA
"3381","orf19.2106","","2",761.7,363.453068893655,1059,543.342628438368,1.4,0.005929196,1.1,0.109,35686,34979,"C",NA
"3382","orf19.2105","","2",218.8,46.088760633591,251.4,113.547638532605,1.1,0.979216439,1.1,0.183,36407,35757,"C",NA
"3383","orf19.2104","","2",297.7,310.121985453023,292.5,311.163732073580,1,0.358179607,1.1,0.064,36551,37180,"W",NA
"3384","orf19.2103","","2",32.3,12.1668746217095,46,20.5336685457106,NA,0.029977848,1.1,0.089,37603,38049,"W",NA
"3385","orf19.2102","CKB1","2",914.5,515.400902360909,905.1,427.303603041649,1,0.754050754,1.1,0.073,38158,37277,"C",NA
"3386","orf19.2101","","2",614.3,249.906036462768,691.1,199.165238766818,1.1,0.406816381,1,0.049,38528,39127,"W",NA
"3387","orf19.2099","","2",266,234.667870194129,191.7,179.003616552146,0.7,0.666023774,1.1,0.128,41945,39156,"C",NA
"3388","orf19.2098","ARO8","2",2002.5,324.906041709187,2518.8,1117.88238848086,1.3,0.542268877,1.1,0.175,43586,42111,"C",NA
"3389","orf19.2097","","2",546.9,662.22755414187,455.1,565.050412433862,0.8,0.831361649,1.1,0.145,44288,47542,"W",NA
"3390","orf19.2095","","2",3064.3,1710.39787096976,4089.1,2834.49810777715,1.3,0.163641793,1.1,0.105,49686,47587,"C",NA
"3391","orf19.2094","PDR6","2",573.4,372.353763346733,554,362.601810247023,1,0.759774329,1,0.102,50262,53276,"W",NA
"3392","orf19.2093","RFA1","2",4450.4,841.993224979499,4547,1583.82209805089,1,0.944854308,1,0.035,55237,53363,"C",NA
"3393","orf19.2092","","2",860.3,785.423820336296,1368.4,1275.44246562738,1.6,0.009269364,1,0.04,56710,55496,"C",NA
"3394","orf19.2091","","2",3170.2,1707.60045179363,4220.6,2210.02424088051,1.3,0.038163162,1.1,0.068,57810,57079,"C",NA
"3395","orf19.2090","","2",564.3,270.289950309076,515.5,364.072800054778,0.9,0.195731548,1.1,0.105,62936,59145,"C",NA
"3396","orf19.2089","","2",2872.1,1839.42294158654,2683.3,1479.81202614133,0.9,0.986380318,1.1,0.178,63257,64177,"W",NA
"3397","orf19.2088","","2",310.1,78.9835177137457,335.3,151.614057507351,1.1,0.950991825,1.1,0.071,64994,64209,"C",NA
"3398","orf19.2087","SAS2","2",25.9,26.4966084432543,38.4,40.3481191839398,NA,0.423634371,1.1,0.064,65234,66292,"W",NA
"3399","orf19.2084","CDH1","2",847.4,538.859493903341,803.9,402.300523626523,0.9,0.928869047,1,0.032,68137,66344,"C",NA
"3400","orf19.2082","SAP30","2",103.5,113.302085874241,106.6,116.647053196973,1,0.70982519,1.1,0.114,69105,70412,"W",NA
"3401","orf19.2081","","2",1372.9,255.831903136971,1230.3,318.93822198236,0.9,0.300613485,1,0.091,70672,74457,"W",NA
"3402","orf19.2079","PHHB","2",1729.9,3038.94521735806,4574.5,9005.6236847361,2.6,0.499475184,1,0.054,74922,74578,"C",NA
"3403","orf19.2078","","2",470.3,107.296305906284,720.5,369.390841533515,1.5,0.303247825,1.1,0.093,75598,77607,"W",NA
"3404","orf19.2077","ZCF9","2",122.2,62.8266323356674,137.3,54.249005060652,1.1,0.384091389,1.1,0.096,78128,80632,"W",NA
"3405","orf19.2076","","2",272.9,223.988891535716,317.3,301.585946397269,1.2,0.557466991,1.1,0.109,80950,81954,"W",NA
"3406","orf19.2075","DFG5","2",1465.7,652.468213931992,1334.6,434.022472873931,0.9,0.570656987,1.1,0.099,82837,84192,"W",NA
"3407","orf19.2074","","2",14.8,16.7505455452838,60.9,78.9812986635553,NA,0.193190961,1.1,0.096,84527,84835,"W",NA
"3408","orf19.2073","","2",2190.7,1198.11238538415,2024.1,1080.78429109289,0.9,0.686997505,1.1,0.08,84814,86646,"W",NA
"3409","orf19.2072","","2",179,112.194337506511,227,121.911579103749,1.3,0.263385967,1,0.096,87933,89642,"W",NA
"3410","orf19.2071","","2",0,0,14.5,24.5784333255925,NA,0.422649731,1,0.082,89866,90342,"W",NA
"3411","orf19.2070","","2",685.3,506.091059120366,458.9,297.396391913111,0.7,0.040918889,1.1,0.211,90652,92431,"W",NA
"3412","orf19.2069","SMF3","2",528.7,186.821591486160,611.8,237.756614262054,1.2,0.548833172,1.1,0.13,94103,92559,"C",NA
"3413","orf19.2068","","2",796.1,295.132627626447,850.2,148.822967312550,1.1,0.567181376,1,0.043,95127,96707,"W",NA
"3414","orf19.2067","","2",2013.8,1974.22438284762,2047.7,1781.35159302989,1,0.302321142,1,0.085,97528,96815,"C",NA
"3415","orf19.2066","","2",259.9,107.676223171913,354.3,144.434828235665,1.4,0.11093033,1.1,0.112,99589,98618,"C",NA
"3416","orf19.2065","","2",125.4,62.7951256820266,139.5,73.73407184932,1.1,0.463830249,1,0.04,100722,99694,"C",NA
"3417","orf19.2064","","2",2189.9,2203.24499100198,2497.5,1755.41080644874,1.1,0.198582365,1.1,0.173,101403,104726,"W",NA
"3418","orf19.2063","","2",139.7,119.031627266601,96.2,83.7038894055786,0.7,0.879909254,1.1,0.126,105012,108482,"W",NA
"3419","orf19.2062","SOD4","2",593.6,333.01150231564,643.1,501.212120887327,1.1,0.784526637,1,0.061,109376,108678,"C",NA
"3420","orf19.2061","","2",0.2,0.281122678079577,4.5,7.22790899050267,NA,0.422649731,1,0.073,111087,110767,"C",NA
"3421","orf19.2060","SOD5","2",130.3,145.310060778146,114.6,142.160712977064,0.9,0.940407293,1,0.026,112012,111326,"C",NA
"3422","orf19.2059","","2",47.3,49.845529158085,82.5,76.1361033988009,NA,0.656004391,1.1,0.072,115265,116176,"W",NA
"3423","orf19.2057","","2",1344.4,270.028231090347,1531.2,362.798642981796,1.1,0.251687617,1.1,0.079,117048,119588,"W",NA
"3424","orf19.2055","NPL6","2",1363.3,939.690252081652,1122.9,837.931402668892,0.8,0.330970845,1.1,0.051,119825,121174,"W",NA
"3425","orf19.2054","FGR15","2",258.3,114.684138595733,247.4,38.4808165877499,1,0.712114031,1.1,0.09,122850,121294,"C",NA
"3426","orf19.2051","","2",350.5,251.858625710255,345.3,265.233291706705,1,0.328590824,1.1,0.083,126818,123717,"C",NA
"3427","orf19.2050","","2",1322.6,460.156358498893,1260,523.281317848765,1,0.69794593,1.1,0.106,128755,127133,"C",NA
"3428","orf19.2049","","2",406.3,289.323561777395,377.7,264.155312148111,0.9,0.875940426,1,0.056,130098,130952,"W",NA
"3429","orf19.2048","","2",4864.9,5475.19820074746,5469.1,2779.53824922111,1.1,0.5908369,1,0.032,131488,131123,"C",NA
"3430","orf19.2047","","2",735.6,701.663916520848,1257,256.322805830058,1.7,0.194293624,1,0.107,132181,132807,"W",NA
"3431","orf19.2046","POT1-2","2",1664.9,1128.31140052805,1519.4,1062.09381827823,0.9,0.394888381,1.1,0.11,133198,134379,"W",NA
"3432","orf19.2045","","2",1437.9,555.797487127534,1388.6,532.068813909777,1,0.412140945,1.1,0.066,135647,134610,"C",NA
"3433","orf19.2044","PGA27","2",53.6,71.2266316821337,84.6,74.7908596231244,NA,0.129066078,1,0.048,137649,136192,"C",NA
"3434","orf19.2043","","2",444,255.179093451496,415.4,195.998388085697,0.9,0.890362774,1.1,0.149,138754,137852,"C",NA
"3435","orf19.2042","","2",221.7,75.4677723599663,296.4,151.357057454207,1.3,0.147097535,1,0.036,138904,140403,"W",NA
"3436","orf19.2041","","2",536.6,288.801152484778,401.1,265.866787837492,0.7,0.141927719,1.1,0.094,142396,140486,"C",NA
"3437","orf19.2040","","2",297.2,223.745814109664,216.4,169.917780060506,0.7,0.073844934,1.1,0.091,142787,144556,"W",NA
"3438","orf19.2039","MSF1","2",1385.1,906.447294856922,1148.2,645.501227569797,0.8,0.346320799,1,0.121,144775,146115,"W",NA
"3439","orf19.2038","","2",154.9,80.5006238725527,132.2,58.839212505461,0.9,0.629144246,1,0.055,147409,146153,"C",NA
"3440","orf19.2037","","2",1056.9,512.435862848042,1435.3,352.754128239154,1.4,0.166971254,1,0.049,148538,148996,"W",NA
"3441","orf19.2036","","2",312.4,173.020330727210,381.4,206.341537370928,1.2,0.381431214,1,0.048,149634,150713,"W",NA
"3442","orf19.2035","","2",0,0,0,0,NA,NA,1,0.084,150855,151811,"W",NA
"3443","orf19.2034","","2",101.4,168.00420862502,51.8,89.1305224432528,0.5,0.2808733,1,0.06,152021,152710,"W",NA
"3444","orf19.2033","PGA19","2",1.9,4.128505980856,5.8,13.8885968155668,NA,0.815863421,1,0.081,152920,153609,"W",NA
"3445","orf19.2032","","2",260,170.807574742121,309.8,188.226177153277,1.2,0.432844758,1,0.04,153805,154473,"W",NA
"3446","orf19.2031","VPS24","2",205.8,102.554709545834,229.8,121.240802422125,1.1,0.73463951,1.1,0.052,155269,154527,"C",NA
"3447","orf19.2030","","2",9868.3,5795.16194875229,13113.7,5487.27739591988,1.3,0.065756669,1.1,0.151,155824,156297,"W",NA
"3448","orf19.2029","RFC5","2",526.7,322.49202419086,699.2,610.795985496497,1.3,0.786351214,1,0.079,157441,156353,"C",NA
"3449","orf19.2028","MXR1","2",1534.7,554.966146228099,2459.1,1427.31845052913,1.6,0.169938149,1.1,0.138,158430,157873,"C",NA
"3450","orf19.2026","","2",539.7,200.641521952210,388.3,115.875202466550,0.7,0.119979894,1,0.095,160795,158693,"C",NA
"3451","orf19.2025","","2",83.2,75.4358316311933,27.3,29.9291141727644,NA,0.208472375,1,0.066,161361,161705,"W",NA
"3452","orf19.2024","","2",0,0,3.9,6.22732545233857,NA,0.422649731,1,0.026,163117,163476,"W",NA
"3453","orf19.2023","HGT7","2",32391.7,20745.7153953828,25134.2,17993.8494666056,0.8,0.114274094,1.1,0.139,164467,166107,"W",NA
"3454","orf19.2021","HGT8","2",55702.9,9091.84527507744,40370.6,14773.0487126029,0.7,0.045895685,1.1,0.204,167291,168943,"W",NA
"3455","orf19.2020","HGT6","2",15071.8,4743.12667638306,18300.2,5344.48910060413,1.2,0.329398973,1.1,0.161,170217,171869,"W",NA
"3456","orf19.2019","","2",1148.5,832.8109266675,1348.5,1077.89143137016,1.2,0.585398814,1,0.069,172345,172986,"W",NA
"3457","orf19.2018","","2",454.2,161.775482882670,481.5,180.121119441469,1.1,0.822938495,1,0.09,174401,173952,"C",NA
"3458","orf19.2017","","2",3849.4,499.164472687612,5078.5,1205.33612697819,1.3,0.10752452,1,0.04,174599,175780,"W",NA
"3459","orf19.2016","","2",335.6,90.548276835801,492,147.527564619884,1.5,0.116568401,1,0.053,176936,176520,"C",NA
"3460","orf19.2014","BCY1","2",5530.6,3287.87444368356,5325.4,3319.96950282293,1,0.739439157,1.1,0.11,179692,178316,"C",NA
"3461","orf19.2013","KAR2","2",11956.4,7594.02427261533,9062.4,5000.59345285546,0.8,0.317693262,1,0.069,180800,182863,"W",NA
"3462","orf19.2012","NOT3","2",923.3,523.761412347729,694.4,227.833080912652,0.8,0.286817952,1.1,0.077,183402,185798,"W",NA
"3463","orf19.2010","","2",20.8,17.8305592915758,11.5,9.42316013045379,NA,0.686973738,1,0.061,186283,185888,"C",NA
"3464","orf19.2009","","2",197.4,51.3567943916129,246.8,170.670590527599,1.3,0.868209145,1,0.052,186664,188064,"W",NA
"3465","orf19.2008","","2",816.4,877.1219333948,1036.5,1098.18138600411,1.3,0.011353066,1,0.055,188354,189604,"W",NA
"3466","orf19.2007","","2",1090.9,773.248197614538,1078.5,853.355048825598,1,0.455142864,1,0.063,192622,189686,"C",NA
"3467","orf19.2006.1","COX17","2",147.1,114.492640766267,278.7,253.693534259887,1.9,0.985229172,1,0.091,193378,193563,"W",NA
"3468","orf19.2006","","2",139.8,85.96672495277,221,144.171263406846,1.6,0.879369374,1,0.052,194618,193728,"C",NA
"3469","orf19.2005","REG1","2",1175.9,305.93124942001,1263.6,545.750396056387,1.1,0.862996412,1.1,0.053,198415,195380,"C",NA
"3470","orf19.2003","HNM1","2",2726.8,866.518265365812,2610,843.028630144347,1,0.621062136,1,0.063,203088,201472,"C",NA
"3471","orf19.2002","","2",287,160.537471303971,192.8,128.275988152759,0.7,0.040080687,1,0.052,204929,207811,"W",NA
"3472","orf19.2001","","2",80.6,61.429442395122,103.1,45.4562007479567,1.3,0.04037379,1,0.076,208043,208798,"W",NA
"3473","orf19.2000","","2",53.5,44.6973121317456,56.9,63.4687783108643,NA,0.307260527,1,0.04,211319,208791,"C",NA
"3474","orf19.1999","","2",126.8,39.227380080695,203.9,151.937672382122,1.6,0.490923135,1.1,0.145,211535,212116,"W",NA
"3475","orf19.1998","","2",415.9,279.239780326182,306.8,213.948059301818,0.7,0.180913325,1,0.02,212498,214615,"W",NA
"3476","orf19.1996","CHA1","2",8813.6,12607.3988584296,1714,1942.30252384260,0.2,0.881096048,1,0.051,215567,216628,"W",NA
"3477","orf19.1995","","2",183.9,162.263456390184,287.6,240.42096079614,1.6,0.157106017,1,0.042,221449,219320,"C",NA
"3478","orf19.1994","","2",73.6,75.6581841256307,56.5,60.0375894645783,NA,0.331139816,1,0.036,223605,225650,"W",NA
"3479","orf19.1993","","2",1369.7,265.146938361349,1735.5,327.490722339813,1.3,0.18530426,1,0.045,226014,227255,"W",NA
"3480","orf19.1992","SIR2","2",262.5,269.069111350596,175.5,204.909015622431,0.7,0.313047747,1,0.04,229131,227572,"C",NA
"3481","orf19.1991","","2",842.9,693.68924233458,672.5,544.375691155093,0.8,0.134993969,1,0.066,230504,232237,"W",NA
"3482","orf19.1990","SNX4","2",289.4,233.150052575767,376.7,350.395899904026,1.3,0.314801711,1,0.064,234442,232550,"C",NA
"3483","orf19.1989","DCW1","2",2353,1672.07843865264,2405.1,1933.52590243044,1,0.702946597,1.1,0.087,236395,235037,"C",NA
"3484","orf19.1441","","2",1807.9,1146.30140660538,1347.5,966.132279957289,0.7,0.032020476,1,0.053,239103,237247,"C",NA
"3485","orf19.1442","PLB4.5","2",6101.8,2117.90447477465,3510.1,1816.64173487322,0.6,0.07370732,1,0.046,241143,243251,"W",NA
"3486","orf19.1444","","2",1096,203.435617578985,963.1,430.419241625555,0.9,0.2415505,1.1,0.044,244023,245591,"W",NA
"3487","orf19.1445","ESC4","2",216.2,172.869508614385,160.8,98.811239433481,0.7,0.528109541,1,0.07,248531,245820,"C",NA
"3488","orf19.1446","CLB2","2",101.3,113.931917820897,66.1,63.4795988384382,0.7,0.287844406,1,0.042,250508,249030,"C",NA
"3489","orf19.1447","","2",327.4,260.914314818192,166.9,163.070894103073,0.5,0.046640089,1,0.066,256196,254580,"C",NA
"3490","orf19.1448","APT1","2",962.9,981.084063591856,1502.8,1407.93282402593,1.6,0.009689637,1,0.054,256733,257299,"W",NA
"3491","orf19.1449","","2",1658.5,528.883035937849,1636.2,208.781989338701,1,0.878403841,1,0.064,258767,258078,"C",NA
"3492","orf19.1450","","2",47.4,51.6761818897732,59.2,71.2872387894239,NA,0.599269954,1,0.066,260155,259049,"C",NA
"3493","orf19.1451","SRB9","2",362.6,68.7662778711342,313.7,76.3956234108786,0.9,0.107154981,1.1,0.103,260784,265781,"W",NA
"3494","orf19.1453","SPT5","2",641.6,464.858829529562,480.6,303.688732255671,0.7,0.710954956,1.1,0.13,265953,268823,"W",NA
"3495","orf19.1456","","2",321.3,429.934657468153,212.9,127.677569939448,0.7,0.917411833,1,0.052,270261,270695,"W",NA
"3496","orf19.1457","","2",666.3,540.709559475062,603.9,347.173739702684,0.9,0.732146742,1.1,0.092,270403,268985,"C",NA
"3497","orf19.1458","","2",21.7,36.7404338915708,46.8,38.6819893632998,NA,0.109635594,1.1,0.109,271509,270697,"C",NA
"3498","orf19.1459","PPE1","2",374.3,93.797704492189,545.8,210.305783119691,1.5,0.10694492,1,0.093,271750,272832,"W",NA
"3499","orf19.1460","","2",1395.8,1016.21961945995,1275,841.657590135866,0.9,0.769325025,1.1,0.142,275001,272857,"C",NA
"3500","orf19.1461","","2",691.2,445.128973232987,1017.7,450.112072936483,1.5,0.044120429,1.1,0.101,275566,276735,"W",NA
"3501","orf19.1462","SMP2","2",588,310.78252973257,727.4,266.02755828061,1.2,0.118046997,1,0.059,277127,279472,"W",NA
"3502","orf19.1464","BMT5","2",1927.4,473.833331303684,1688,478.750602811574,0.9,0.297048754,1,0.053,280251,282089,"W",NA
"3503","orf19.1465","","2",178.5,167.561675017637,308.4,316.989078856909,1.7,0.747574864,1,0.122,282314,282859,"W",NA
"3504","orf19.1466","REX2","2",497.5,219.094437650439,634,154.246954117095,1.3,0.055698103,1,0.047,283161,283874,"W",NA
"3505","orf19.1467","COX13","2",11523.5,5513.19749308069,15985.2,7351.25866409945,1.4,0.004126433,1,0.059,284229,284633,"W",NA
"3506","orf19.1468","","2",523.8,149.702531430749,661.3,214.589041585266,1.3,0.402226822,1,0.114,286599,285040,"C",NA
"3507","orf19.1470","RPS26A","2",48590.5,12316.8503780172,37629.7,7909.51429608298,0.8,0.07035786,1,0.042,288228,287869,"C",NA
"3508","orf19.1471","COX4","2",4547.3,539.654586651198,6077.9,982.793098564549,1.3,0.007105515,1,0.07,289905,290378,"W",NA
"3509","orf19.1473","","2",59.4,33.2230086771559,80.8,41.9262246093223,NA,0.024022565,1.1,0.1,291132,292226,"W",NA
